prop_id,size_acres,size_square_feet,land_type_cd,land_soil_code,ag_use_cd,primary_use_cd
312677,.3000,13068.00,"9         ",,,11
312678,.3100,13503.60,"9         ",,,11
312679,.3000,13068.00,"9         ",,,11
312680,.3200,13939.20,"9         ",,,11
312681,.3300,14374.80,"9         ",,,11
312682,.3100,13503.60,"9         ",,,11
312683,.5400,23522.40,"9         ",,,11
312684,.3600,15681.60,"9         ",,,11
312685,.3700,16117.20,"9         ",,,11
312686,.4500,19602.00,"9         ",,,11
312687,.2200,9583.20,"9         ",,,11
312688,.2300,10018.80,"9         ",,,11
312689,.2600,11325.60,"9         ",,,11
312690,.2300,10018.80,"9         ",,,11
312691,.2200,9583.20,"9         ",,,11
312692,.2400,10454.40,"9         ",,,11
312693,.2300,10018.80,"9         ",,,11
312694,.2200,9583.20,"9         ",,,11
312695,.3800,16552.80,"9         ",,,11
312696,.2900,12632.40,"9         ",,,11
312697,.3600,15681.60,"9         ",,,11
312698,.2300,10018.80,"9         ",,,11
312699,.2200,9583.20,"9         ",,,11
312700,.2300,10018.80,"9         ",,,11
312701,.2300,10018.80,"9         ",,,11
312702,.2200,9583.20,"9         ",,,11
312703,.2500,10890.00,"9         ",,,11
312704,.2300,10018.80,"9         ",,,11
312705,.2400,10454.40,"9         ",,,11
312706,.2000,8712.00,"9         ",,,11
312707,.2200,9583.20,"9         ",,,11
312708,12.8200,558439.20,"9         ",,,11
312709,.3500,15246.00,"9         ",,,11
312710,.3600,15681.60,"9         ",,,11
312711,.3700,16117.20,"9         ",,,11
312712,.3900,16988.40,"9         ",,,11
312713,.3800,16552.80,"9         ",,,11
312714,.3600,15681.60,"9         ",,,11
312715,.3400,14810.40,"9         ",,,11
312716,.3600,15681.60,"9         ",,,11
312717,.3600,15681.60,"9         ",,,11
312718,.3600,15681.60,"9         ",,,11
312719,.4000,17424.00,"9         ",,,11
312720,.3800,16552.80,"9         ",,,11
312721,.3300,14374.80,"9         ",,,11
312722,.3900,16988.40,"9         ",,,11
312723,.6300,27442.80,"9         ",,,11
312724,.3900,16988.40,"9         ",,,11
312725,.3000,13068.00,"9         ",,,11
312726,.3900,16988.40,"9         ",,,11
312727,.3100,13503.60,"9         ",,,11
312728,.5000,21780.00,"9         ",,,11
312729,.3400,14810.40,"9         ",,,11
312730,.3200,13939.20,"9         ",,,11
312731,.3400,14810.40,"9         ",,,11
312732,.4800,20908.80,"9         ",,,11
312733,.3600,15681.60,"9         ",,,11
312734,.3800,16552.80,"9         ",,,11
312735,.3100,13503.60,"9         ",,,11
312736,.2300,10018.80,"9         ",,,11
312737,.2000,8712.00,"9         ",,,11
312738,.2500,10890.00,"9         ",,,11
312739,.1900,8276.40,"9         ",,,11
312740,.2100,9147.60,"9         ",,,11
312741,.1900,8276.40,"9         ",,,11
312742,.1900,8276.40,"9         ",,,11
312743,.2000,8712.00,"9         ",,,11
312744,.3100,13503.60,"9         ",,,11
312745,.2900,12632.40,"9         ",,,11
312746,.2100,9147.60,"9         ",,,11
312747,.1800,7840.80,"9         ",,,11
312748,.1800,7840.80,"9         ",,,11
312749,.1800,7840.80,"9         ",,,11
312750,.1800,7840.80,"9         ",,,11
312751,.1800,7840.80,"9         ",,,11
312752,.1800,7840.80,"9         ",,,11
312753,.1800,7840.80,"9         ",,,11
312754,.1800,7840.80,"9         ",,,11
312755,.1900,8276.40,"9         ",,,11
312756,.1900,8276.40,"9         ",,,11
312757,.1800,7840.80,"9         ",,,11
312758,.4800,20908.80,"9         ",,,11
312759,.4200,18295.20,"9         ",,,11
312760,.3300,14374.80,"9         ",,,11
312761,.2900,12632.40,"9         ",,,11
312762,.3000,13068.00,"9         ",,,11
312763,.1800,7840.80,"9         ",,,11
312764,.1800,7840.80,"9         ",,,11
312765,.1800,7840.80,"9         ",,,11
312766,.2100,9147.60,"9         ",,,11
312767,.2000,8712.00,"9         ",,,11
312768,.2200,9583.20,"9         ",,,11
312769,.2100,9147.60,"9         ",,,11
312770,.1900,8276.40,"9         ",,,11
312771,.2100,9147.60,"9         ",,,11
312772,.1900,8276.40,"9         ",,,11
312773,.1800,7840.80,"9         ",,,11
312774,.1800,7840.80,"9         ",,,11
312775,.1900,8276.40,"9         ",,,11
312776,.1900,8276.40,"9         ",,,11
312777,.1900,8276.40,"9         ",,,11
312778,.1900,8276.40,"9         ",,,11
312779,.1900,8276.40,"9         ",,,11
312782,.1300,5662.80,"9         ",,,11
312783,.1300,5662.80,"9         ",,,11
312784,.1300,5662.80,"9         ",,,11
312785,.1600,6969.60,"9         ",,,11
312786,.1300,5662.80,"9         ",,,11
312787,.1300,5662.80,"9         ",,,11
312788,.1300,5662.80,"9         ",,,11
312789,.1300,5662.80,"9         ",,,11
312790,.1600,6969.60,"9         ",,,11
312791,.1500,6534.00,"9         ",,,11
312792,.1300,5662.80,"9         ",,,11
312793,.1500,6534.00,"9         ",,,11
312794,.1500,6534.00,"9         ",,,11
312795,.1300,5662.80,"9         ",,,11
312796,.1600,6969.60,"9         ",,,11
312797,.1300,5662.80,"9         ",,,11
312798,.1500,6534.00,"9         ",,,11
312799,.1300,5662.80,"9         ",,,11
312800,.1600,6969.60,"9         ",,,11
312801,.1500,6534.00,"9         ",,,11
312802,.1300,5662.80,"9         ",,,11
312803,.1500,6534.00,"9         ",,,11
312804,.1300,5662.80,"9         ",,,11
312805,.1300,5662.80,"9         ",,,11
312806,.1200,5227.20,"9         ",,,11
312807,.1200,5227.20,"9         ",,,11
312808,.1200,5227.20,"9         ",,,11
312809,.1300,5662.80,"9         ",,,11
312810,.1500,6534.00,"9         ",,,11
312811,.1300,5662.80,"9         ",,,11
312812,.1300,5662.80,"9         ",,,11
312813,.1300,5662.80,"9         ",,,11
312814,.1600,6969.60,"9         ",,,11
312815,.1300,5662.80,"9         ",,,11
312816,.1300,5662.80,"9         ",,,11
312817,.1300,5662.80,"9         ",,,11
312818,.1300,5662.80,"9         ",,,11
312819,.1600,6969.60,"9         ",,,11
312820,.1300,5662.80,"9         ",,,11
312821,.1400,6098.40,"9         ",,,11
312822,.1500,6534.00,"9         ",,,11
312823,.1500,6534.00,"9         ",,,11
312824,.1300,5662.80,"9         ",,,11
312825,.1300,5662.80,"9         ",,,11
312826,.1500,6534.00,"9         ",,,11
312827,.1300,5662.80,"9         ",,,11
312828,.1300,5662.80,"9         ",,,11
312829,.1500,6534.00,"9         ",,,11
312830,.1400,6098.40,"9         ",,,11
312831,.1500,6534.00,"9         ",,,11
312832,.1500,6534.00,"9         ",,,11
312833,.1500,6534.00,"9         ",,,11
312834,.1500,6534.00,"9         ",,,11
312835,.1300,5662.80,"9         ",,,11
312836,.1300,5662.80,"9         ",,,11
312837,.1300,5662.80,"9         ",,,11
312838,.1500,6534.00,"9         ",,,11
312839,4.4361,193236.52,"9         ",,,11
312840,5.2700,229561.20,"9         ",,,11
312841,.0700,3049.20,"9         ",,,14
312842,.0400,1742.40,"9         ",,,14
312843,.0400,1742.40,"9         ",,,14
312844,.0500,2178.00,"9         ",,,14
312845,.0500,2178.00,"9         ",,,14
312846,.0400,1742.40,"9         ",,,14
312847,.0400,1742.40,"9         ",,,14
312848,.0500,2178.00,"9         ",,,14
312849,.0500,2178.00,"9         ",,,14
312850,.0400,1742.40,"9         ",,,14
312851,.0400,1742.40,"9         ",,,14
312852,.0800,3484.80,"9         ",,,14
312853,.1200,5227.20,"9         ",,,14
312854,.0600,2613.60,"9         ",,,14
312855,.0600,2613.60,"9         ",,,14
312856,.1000,4356.00,"9         ",,,14
312857,.1900,8276.40,"9         ",,,14
312858,.1300,5662.80,"9         ",,,14
312859,.0500,2178.00,"9         ",,,14
312860,.0500,2178.00,"9         ",,,14
312861,.0500,2178.00,"9         ",,,14
312862,.0800,3484.80,"9         ",,,14
312863,.0800,3484.80,"9         ",,,14
312864,.0500,2178.00,"9         ",,,14
312865,.0500,2178.00,"9         ",,,14
312866,.0500,2178.00,"9         ",,,14
312867,.0500,2178.00,"9         ",,,14
312868,.0500,2178.00,"9         ",,,14
312869,.0500,2178.00,"9         ",,,14
312870,.1000,4356.00,"9         ",,,14
312871,1.0000,43560.00,"9         ",,,18
312872,1.0000,43560.00,"9         ",,,18
312873,1.0000,43560.00,"9         ",,,18
312874,1.0000,43560.00,"9         ",,,18
312875,1.0000,43560.00,"9         ",,,18
312876,1.0000,43560.00,"9         ",,,11
312877,1.0000,43560.00,"9         ",,,11
312878,1.0000,43560.00,"9         ",,,11
312879,1.0000,43560.00,"9         ",,,11
312880,1.0000,43560.00,"9         ",,,18
312881,1.0000,43560.00,"9         ",,,11
312882,1.2900,56192.40,"9         ",,,11
312883,1.4000,60984.00,"9         ",,,11
312884,1.0000,43560.00,"9         ",,,11
312885,1.0000,43560.00,"9         ",,,11
312886,1.0000,43560.00,"9         ",,,11
312887,1.0000,43560.00,"9         ",,,18
312888,1.0000,43560.00,"9         ",,,11
312889,1.0000,43560.00,"9         ",,,11
312890,1.0000,43560.00,"9         ",,,11
312891,1.0000,43560.00,"9         ",,,11
312892,1.0000,43560.00,"9         ",,,18
312893,1.0000,43560.00,"9         ",,,11
312894,1.0000,43560.00,"9         ",,,11
312895,1.0000,43560.00,"9         ",,,11
312896,1.0100,43995.60,"9         ",,,18
312897,1.0000,43560.00,"9         ",,,11
312898,1.0000,43560.00,"9         ",,,11
312899,1.0000,43560.00,"9         ",,,18
312900,1.0000,43560.00,"9         ",,,11
312901,1.0000,43560.00,"9         ",,,11
312902,1.0000,43560.00,"9         ",,,11
312903,1.0000,43560.00,"9         ",,,11
312904,1.0200,44431.20,"9         ",,,11
312905,2.0700,90169.20,"9         ",,,11
312906,1.0000,43560.00,"9         ",,,11
312907,1.0000,43560.00,"9         ",,,11
312908,1.0000,43560.00,"9         ",,,18
312909,1.0000,43560.00,"9         ",,,18
312910,1.0000,43560.00,"9         ",,,18
312911,1.0000,43560.00,"9         ",,,11
312912,.3300,14374.80,"9         ",,,11
312913,.2900,12632.40,"9         ",,,11
312914,.3200,13939.20,"9         ",,,11
312915,.3100,13503.60,"9         ",,,11
312916,.3200,13939.20,"9         ",,,11
312917,.3000,13068.00,"9         ",,,11
312918,.3200,13939.20,"9         ",,,11
312919,.3200,13939.20,"9         ",,,11
312920,.2900,12632.40,"9         ",,,11
312921,.3100,13503.60,"9         ",,,11
312922,.3200,13939.20,"9         ",,,11
312923,.3800,16552.80,"9         ",,,11
312924,.3300,14374.80,"9         ",,,11
312925,.3500,15246.00,"9         ",,,11
312926,.2900,12632.40,"9         ",,,11
312927,.3200,13939.20,"9         ",,,11
312928,.2900,12632.40,"9         ",,,11
312929,.3500,15246.00,"9         ",,,11
312930,.3500,15246.00,"9         ",,,11
312931,.3400,14810.40,"9         ",,,11
312932,.3300,14374.80,"9         ",,,11
312933,3.7200,162043.20,"9         ",,,91
312934,25.5000,1110780.00,"9         ",,,91
312935,13.8300,602434.80,"9         ",,,91
312936,24.2900,1058072.40,"9         ",,,91
312937,47.2200,2056903.20,"9         ",,,91
312938,.2300,10018.80,"9         ",,,11
312939,.2400,10454.40,"9         ",,,11
312940,.3000,13068.00,"9         ",,,11
312941,.2500,10890.00,"9         ",,,11
312942,.3300,14374.80,"9         ",,,11
312943,.2600,11325.60,"9         ",,,11
312944,.2700,11761.20,"9         ",,,11
312945,.2900,12632.40,"9         ",,,11
312946,.2300,10018.80,"9         ",,,11
312947,.2300,10018.80,"9         ",,,11
312948,.2300,10018.80,"9         ",,,11
312949,.2300,10018.80,"9         ",,,11
312950,.2900,12632.40,"9         ",,,11
312951,.2300,10018.80,"9         ",,,11
312952,.2300,10018.80,"9         ",,,11
312953,.3000,13068.00,"9         ",,,11
312954,.2300,10018.80,"9         ",,,11
312955,.2900,12632.40,"9         ",,,11
312956,.3700,16117.20,"9         ",,,11
312957,.3400,14810.40,"9         ",,,11
312960,65.9620,2873304.72,"11        ",,,59
312961,5.0470,219847.32,"9         ",,,11
312962,20.0010,871243.56,"9         ",,,11
312963,1.0100,43995.60,"9         ",,,11
312964,1.0000,43560.00,"9         ",,,18
312965,1.2700,55321.20,"9         ",,,18
312966,1.0000,43560.00,"9         ",,,18
312967,1.0000,43560.00,"9         ",,,18
312968,1.0200,44431.20,"9         ",,,18
312969,1.0200,44431.20,"9         ",,,18
312970,1.0100,43995.60,"9         ",,,18
312971,1.0100,43995.60,"9         ",,,18
312972,1.0100,43995.60,"9         ",,,11
312973,1.0100,43995.60,"9         ",,,11
312974,1.0100,43995.60,"9         ",,,11
312977,.2000,8712.00,"9         ",,,11
312978,.2000,8712.00,"9         ",,,11
312979,.2000,8712.00,"9         ",,,11
312980,.2000,8712.00,"9         ",,,11
312981,.2000,8712.00,"9         ",,,11
312982,.2000,8712.00,"9         ",,,11
312983,.2000,8712.00,"9         ",,,11
312984,.2700,11761.20,"9         ",,,11
312985,.2400,10454.40,"9         ",,,11
312986,.2300,10018.80,"9         ",,,11
312987,.2200,9583.20,"9         ",,,11
312988,.1900,8276.40,"9         ",,,11
312989,.2200,9583.20,"9         ",,,11
312990,.2000,8712.00,"9         ",,,11
312991,.2300,10018.80,"9         ",,,11
312992,.2100,9147.60,"9         ",,,11
312993,.2100,9147.60,"9         ",,,11
312994,.2100,9147.60,"9         ",,,11
312995,.2800,12196.80,"9         ",,,11
312996,.3000,13068.00,"9         ",,,11
312997,.2900,12632.40,"9         ",,,11
312998,.2000,8712.00,"9         ",,,11
312999,.2000,8712.00,"9         ",,,11
313000,.2000,8712.00,"29        ",,,11
313001,.2000,8712.00,"9         ",,,11
313002,.2000,8712.00,"9         ",,,11
313003,.2100,9147.60,"9         ",,,11
313004,.2100,9147.60,"9         ",,,11
313005,.2700,11761.20,"9         ",,,76
313006,.0300,1306.80,"9         ",,,11
313007,37.0200,1612591.20,"9         ",,,11
313008,1.1900,51836.40,"9         ",,,18
313009,1.1300,49222.80,"9         ",,,18
313010,.5300,23086.80,"9         ",,,11
313011,5.7000,248292.00,"9         ",,,18
313018,4.7100,205167.60,"9         ",,,91
313019,.3100,13503.60,"9         ",,,11
313020,.2600,11325.60,"9         ",,,11
313021,5.0000,217800.00,"9         ",,,18
313022,5.7300,249598.80,"9         ",,,18
313023,7.5400,328442.40,"9         ",,,18
313025,1.2900,56192.40,"9         ",None,,18
313026,.8300,36154.80,"11        ",,,58
313027,.2600,11325.60,"11        ",,,53
313028,34.5000,1502820.00,"9         ",,,18
313029,102.0100,4443555.60,"9         ",,,18
313036,17.4600,760557.60,"9         ","Base rate per Acre or Hectacre          ",,91
313037,12.2600,534045.60,"51        ","Dry Pasture #1                          ","AG   ",83
313037,52.3600,2280801.60,"4         ","River Circle Irrigated Agland #2        ","AG   ",83
313042,.4300,18730.80,"9         ",,,11
313043,.3900,16988.40,"9         ",,,11
313044,.4100,17859.60,"9         ",,,11
313045,.5000,21780.00,"9         ",,,11
313046,.7300,31798.80,"9         ",,,11
313047,.8200,35719.20,"9         ",,,11
313048,.8300,36154.80,"9         ",,,11
313049,.7600,33105.60,"9         ",,,11
313050,6.1900,269636.40,"9         ",,,18
313051,1.1300,49222.80,"9         ",,,18
313052,.2665,11608.74,"9         ",,,11
313053,.2713,11817.83,"9         ",,,11
313058,3.4400,149846.40,"11        ",,,91
313059,1.9800,86248.80,"11        ",,,91
313060,1.9700,85813.20,"11        ",,,39
313061,1.4800,64468.80,"11        ",,,91
313062,6.3400,276170.40,"9         ",,,81
313063,5.0000,217800.00,"9         ",,,81
313064,7.5900,330620.40,"9         ",,,81
313090,40.1500,1748934.00,"9         ",,,18
313091,44.0900,1920560.40,"9         ",,,18
313092,40.0900,1746320.40,"9         ",,,18
313094,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
313094,17.5000,762300.00,"51        ","Dry Pasture #2                          ","AG   ",83
313094,62.8400,2737310.40,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313095,120.5000,5248980.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313095,29.6100,1289811.60,"52        ","Rangeland                               ","AG   ",83
313096,90.6000,3946536.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313096,6.1800,269200.80,"5         ","Dry Agland #1                           ","AG   ",83
313097,3.3100,144183.60,"9         ",,,18
313098,1.2000,52272.00,"9         ",,,18
313099,1.1900,51836.40,"9         ",,,18
313100,.2710,11804.76,"9         ",,,11
313101,.4210,18338.76,"9         ",,,11
313104,57.2300,2492938.80,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313104,10.9600,477417.60,"51        ","Dry Pasture #1                          ","AG   ",83
313105,26.4000,1149984.00,"9         ",,,91
313106,74.9000,3262644.00,"11        ","Dry Pasture #1                          ","AG   ",83
313107,2.1300,92782.80,"11        ","Dry Pasture #1                          ",,91
313110,1.0200,44431.20,"11        ",,,53
313111,2.4500,106722.00,"11        ",,,69
313116,2.2900,99752.40,"11        ",,,15
313123,1.0000,43560.00,"9         ","Rural Homesite                          ",,83
313123,1.0000,43560.00,"4         ","Irrigated Agland #1                     ","AG   ",83
313124,35.0200,1525471.20,"4         ","Irrigated Agland #1                     ","AG   ",83
313126,.2633,11469.35,"11        ",,,65
313127,.4178,18199.37,"11        ",,,65
313128,.2271,9892.48,"11        ",,,65
313130,.4488,19549.73,"9         ",,,12
313131,.5008,21814.85,"9         ",,,12
313132,159.0000,6926040.00,"4         ","River Circle Irrigated Agland #1        ",,81
313132,254.9800,11106928.80,"51        ","Dry Pasture #1                          ",,81
313133,6.0000,261360.00,"4         ","Columbia River Irrigated Agland #1      ","AG   ",83
313133,18.6300,811522.80,"51        ","Dry Pasture #1                          ","AG   ",83
313134,60.2700,2625361.20,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313134,9.5000,413820.00,"51        ","Dry Pasture #1                          ","AG   ",83
313135,234.5000,10214820.00,"4         ","Irrigated Agland #1                     ",,81
313135,241.7500,10530630.00,"51        ","Dry Pasture #1                          ",,81
313136,111.1300,4840822.80,"51        ","Dry Pasture #1                          ",,81
313137,917.0000,39944520.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313137,100.8500,4393026.00,"52        ","Rangeland                               ","AG   ",83
313138,192.6300,8390962.80,"4         ","River Circle Irrigated Agland #1        ",,81
313138,7.3800,321472.80,"51        ","Dry Pasture #1                          ",,81
313139,828.5000,36089460.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
313139,190.6000,8302536.00,"51        ","Dry Pasture #1                          ","AG   ",83
313140,129.1300,5624902.80,"4         ","River Circle Irrigated Agland #1        ",,81
313140,3.0700,133729.20,"51        ","Dry Pasture #1                          ",,81
313142,.9060,39465.36,"11        ",,,67
313143,4.7070,205036.92,"11        ",,,67
313144,.2800,12196.80,"9         ",,,11
313145,.2800,12196.80,"9         ",,,11
313146,.1900,8276.40,"9         ",,,11
313147,.1700,7405.20,"9         ",,,11
313148,.1800,7840.80,"9         ",,,11
313149,.1800,7840.80,"9         ",,,11
313150,.1800,7840.80,"9         ",,,11
313151,.1800,7840.80,"9         ",,,11
313152,.1800,7840.80,"9         ",,,11
313153,.1800,7840.80,"9         ",,,11
313154,.1800,7840.80,"9         ",,,11
313155,.1800,7840.80,"9         ",,,11
313156,.1800,7840.80,"9         ",,,11
313157,.1900,8276.40,"9         ",,,11
313158,.2100,9147.60,"9         ",,,11
313159,.1800,7840.80,"9         ",,,11
313160,.1800,7840.80,"9         ",,,11
313161,.1600,6969.60,"9         ",,,11
313162,.2000,8712.00,"9         ",,,11
313163,.2600,11325.60,"9         ",,,11
313164,.1900,8276.40,"9         ",,,11
313165,.1900,8276.40,"9         ",,,11
313166,.1800,7840.80,"9         ",,,11
313167,.1800,7840.80,"9         ",,,11
313168,.2000,8712.00,"9         ",,,11
313169,.2400,10454.40,"9         ",,,11
313170,.2300,10018.80,"9         ",,,11
313171,.2400,10454.40,"9         ",,,11
313172,.2500,10890.00,"9         ",,,11
313173,.2600,11325.60,"9         ",,,11
313174,.2600,11325.60,"9         ",,,11
313175,.2500,10890.00,"9         ",,,11
313176,.2400,10454.40,"9         ",,,11
313177,.2300,10018.80,"9         ",,,11
313178,.2200,9583.20,"9         ",,,11
313179,.2100,9147.60,"9         ",,,11
313180,.5500,23958.00,"9         ",,,11
313181,.1200,5227.20,"9         ",,,11
313182,.9200,40075.20,"9         ",,,11
313183,.9800,42688.80,"9         ",,,11
313184,.5900,25700.40,"9         ",,,11
313185,7.5600,329313.60,"9         ",,,11
313186,.0100,435.60,"9         ",,,11
313187,.0400,1742.40,"9         ",,,11
313188,.2000,8712.00,"9         ",,,11
313189,.1900,8276.40,"9         ",,,11
313190,.2100,9147.60,"9         ",,,11
313191,.3300,14374.80,"9         ",,,11
313192,.2500,10890.00,"9         ",,,11
313193,.1800,7840.80,"9         ",,,11
313194,.1700,7405.20,"9         ",,,11
313195,.1700,7405.20,"9         ",,,11
313196,.1700,7405.20,"9         ",,,11
313197,.1700,7405.20,"9         ",,,11
313198,.1700,7405.20,"9         ",,,11
313199,.1700,7405.20,"9         ",,,11
313200,.1700,7405.20,"9         ",,,11
313201,.1700,7405.20,"9         ",,,11
313202,.1700,7405.20,"9         ",,,11
313203,.1700,7405.20,"9         ",,,11
313204,.1700,7405.20,"9         ",,,11
313205,.1700,7405.20,"9         ",,,11
313206,.2100,9147.60,"9         ",,,11
313207,.2500,10890.00,"9         ",,,11
313208,.3400,14810.40,"9         ",,,11
313209,.2300,10018.80,"9         ",,,11
313210,.1800,7840.80,"9         ",,,11
313211,.1800,7840.80,"9         ",,,11
313212,.1800,7840.80,"9         ",,,11
313213,.1800,7840.80,"9         ",,,11
313214,.1800,7840.80,"9         ",,,11
313215,.1800,7840.80,"9         ",,,11
313216,.1800,7840.80,"9         ",,,11
313217,.1800,7840.80,"9         ",,,11
313218,.2000,8712.00,"9         ",,,11
313219,.1900,8276.40,"9         ",,,11
313220,.1900,8276.40,"9         ",,,11
313221,.1900,8276.40,"9         ",,,11
313222,.1900,8276.40,"9         ",,,11
313223,.1900,8276.40,"9         ",,,11
313224,.1900,8276.40,"9         ",,,11
313225,.1900,8276.40,"9         ",,,11
313226,.1900,8276.40,"9         ",,,11
313227,.1900,8276.40,"9         ",,,11
313228,.1900,8276.40,"9         ",,,11
313229,.1900,8276.40,"9         ",,,11
313230,.1900,8276.40,"9         ",,,11
313231,.1900,8276.40,"9         ",,,11
313232,.2000,8712.00,"9         ",,,11
313233,.2000,8712.00,"9         ",,,11
313234,.2100,9147.60,"9         ",,,11
313235,.2600,11325.60,"9         ",,,11
313236,.2100,9147.60,"9         ",,,11
313237,.1800,7840.80,"9         ",,,11
313238,.1800,7840.80,"9         ",,,11
313239,.1800,7840.80,"9         ",,,11
313240,.1800,7840.80,"9         ",,,11
313241,.1800,7840.80,"9         ",,,11
313242,.1800,7840.80,"9         ",,,11
313243,.1800,7840.80,"9         ",,,11
313244,.1800,7840.80,"9         ",,,11
313245,.1800,7840.80,"9         ",,,11
313246,.1800,7840.80,"9         ",,,11
313247,.1800,7840.80,"9         ",,,11
313248,.1800,7840.80,"9         ",,,11
313249,.1900,8276.40,"9         ",,,11
313250,.1900,8276.40,"9         ",,,11
313251,.1800,7840.80,"9         ",,,11
313252,.1800,7840.80,"9         ",,,11
313253,.1800,7840.80,"9         ",,,11
313254,.1800,7840.80,"9         ",,,11
313255,.1800,7840.80,"9         ",,,11
313256,.1800,7840.80,"9         ",,,11
313257,.1800,7840.80,"9         ",,,11
313258,.1800,7840.80,"9         ",,,11
313259,.1800,7840.80,"9         ",,,11
313260,.1800,7840.80,"9         ",,,11
313261,.1800,7840.80,"9         ",,,11
313262,.1800,7840.80,"9         ",,,11
313263,.1800,7840.80,"9         ",,,11
313264,.1900,8276.40,"9         ",,,11
313265,.1800,7840.80,"9         ",,,11
313266,.1800,7840.80,"9         ",,,11
313267,.1800,7840.80,"9         ",,,11
313268,.1800,7840.80,"9         ",,,11
313269,.1800,7840.80,"9         ",,,11
313270,.1800,7840.80,"9         ",,,11
313271,.1800,7840.80,"9         ",,,11
313272,.1800,7840.80,"9         ",,,11
313273,.1800,7840.80,"9         ",,,11
313274,.1800,7840.80,"9         ",,,11
313275,.1800,7840.80,"9         ",,,11
313276,.1800,7840.80,"9         ",,,11
313277,.1900,8276.40,"9         ",,,11
313278,.1700,7405.20,"9         ",,,11
313279,.1600,6969.60,"9         ",,,11
313280,.1600,6969.60,"9         ",,,11
313281,.1600,6969.60,"9         ",,,11
313282,.1600,6969.60,"9         ",,,11
313283,.1600,6969.60,"9         ",,,11
313284,.1600,6969.60,"9         ",,,11
313285,.1600,6969.60,"9         ",,,11
313286,.1600,6969.60,"9         ",,,11
313287,.1600,6969.60,"9         ",,,11
313288,.1600,6969.60,"9         ",,,11
313289,.1600,6969.60,"9         ",,,11
313290,.1600,6969.60,"9         ",,,11
313291,.1600,6969.60,"9         ",,,11
313292,.1700,7405.20,"9         ",,,11
313293,.0600,2613.60,"9         ",,,11
313294,.0400,1742.40,"9         ",,,11
313295,1.3700,59677.20,"9         ",,,11
313296,.1000,4356.00,"9         ",,,11
313297,.0900,3920.40,"9         ",,,11
313301,.5700,24829.20,"9         ",,,11
313302,.3400,14810.40,"9         ",,,11
313303,.3300,14374.80,"9         ",,,11
313304,.3200,13939.20,"9         ",,,11
313305,.2600,11325.60,"9         ",,,11
313306,.2500,10890.00,"9         ",,,11
313307,.2500,10890.00,"9         ",,,11
313308,.2500,10890.00,"9         ",,,11
313309,.2500,10890.00,"9         ",,,11
313310,.2500,10890.00,"9         ",,,11
313311,.3300,14374.80,"9         ",,,11
313312,.2500,10890.00,"9         ",,,11
313313,.2500,10890.00,"9         ",,,11
313314,.2500,10890.00,"9         ",,,11
313315,.2500,10890.00,"9         ",,,11
313316,.2600,11325.60,"9         ",,,11
313317,.9000,39204.00,"9         ",,,11
313318,.3900,16988.40,"9         ",,,11
313319,.2800,12196.80,"9         ",,,11
313320,.2200,9583.20,"9         ",,,11
313321,.2200,9583.20,"9         ",,,11
313322,.2200,9583.20,"9         ",,,11
313323,.2200,9583.20,"9         ",,,11
313324,.2200,9583.20,"9         ",,,11
313325,.2200,9583.20,"9         ",,,11
313326,.2400,10454.40,"9         ",,,11
313327,.2400,10454.40,"9         ",,,11
313328,13.1100,571071.60,"9         ",,,11
313329,.2000,8712.00,"9         ",,,11
313330,.2000,8712.00,"9         ",,,11
313331,.2000,8712.00,"9         ",,,11
313332,.3000,13068.00,"9         ",,,11
313333,.2900,12632.40,"9         ",,,11
313334,.3800,16552.80,"9         ",,,11
313335,.2800,12196.80,"9         ",,,11
313336,.1700,7405.20,"9         ",,,11
313337,.1700,7405.20,"9         ",,,11
313338,.1700,7405.20,"9         ",,,11
313339,.1700,7405.20,"9         ",,,11
313340,.1900,8276.40,"9         ",,,11
313341,.2000,8712.00,"9         ",,,11
313342,.3400,14810.40,"9         ",,,11
313343,.2000,8712.00,"9         ",,,76
313344,.0800,3484.80,"9         ",,,76
313345,2.5000,108900.00,"9         ",,,76
313346,.0000,.00,"9         ",,,76
313347,.3500,15246.00,"9         ",,,11
313348,.3400,14810.40,"9         ",,,11
313349,.3400,14810.40,"9         ",,,11
313350,.3300,14374.80,"9         ",,,11
313351,.3300,14374.80,"9         ",,,11
313352,.3300,14374.80,"9         ",,,11
313353,.3300,14374.80,"9         ",,,11
313354,.3100,13503.60,"9         ",,,11
313355,.3100,13503.60,"9         ",,,11
313356,.3200,13939.20,"9         ",,,11
313357,.3200,13939.20,"9         ",,,11
313358,.2900,12632.40,"9         ",,,11
313359,.4600,20037.60,"9         ",,,11
313360,.3200,13939.20,"9         ",,,11
313361,.3200,13939.20,"9         ",,,11
313362,.3700,16117.20,"9         ",,,11
313363,.3700,16117.20,"9         ",,,11
313364,.3700,16117.20,"9         ",,,11
313365,.3300,14374.80,"9         ",,,11
